0,47248
1,52888
2,42116
3,44547
4,62509
5,89231
6,58023
7,65018
8,51762
9,52248
10,47945
11,50947
12,55320
13,72879
14,44296
15,49548
16,64290
17,43529
18,52976
19,45664
20,53270
21,61062
22,69140
23,51607
24,67903
25,54636
26,55430
27,46902
28,72651
29,55110
30,85150
31,61882
32,41580
33,51688
34,73694
35,69041
36,58250
37,73784
38,70827
39,52611
40,50328
41,48346
42,41652
43,40094
44,42874
45,51020
46,54520
47,69933
48,55748
49,53461
50,77334
51,45709
52,45894
53,49932
54,46342
55,71992
56,45333
57,51169
58,43986
59,61158
60,70871
61,54618
62,62755
63,51897
64,50196
65,65398
66,56339
67,62290
68,57308
69,49329
70,55274
71,46135
72,65970
73,44168
74,51636
75,46318
76,44252
77,48130
78,85706
79,48288
80,42574
81,51668
82,55331
83,59676
84,60529
85,68890
86,74023
87,54193
88,43626
89,59662
90,49725
91,54420
92,39885
93,45148
94,57908
95,68068
96,48692
97,49492
98,52411
99,51990
Total,65296
