0,47287
1,62443
2,46504
3,54692
4,48960
5,83756
6,54435
7,47384
8,79091
9,58004
10,49012
11,60646
12,68644
13,43379
14,45142
15,51933
16,48152
17,43882
18,44022
19,51207
20,58641
21,43824
22,59316
23,50680
24,47234
25,43354
26,45447
27,47323
28,46668
29,57010
30,40652
31,48534
32,47209
33,45497
34,41332
35,55101
36,49958
37,68127
38,48452
39,48858
40,72109
41,54821
42,47752
43,48056
44,72178
45,54015
46,49820
47,62656
48,55502
49,63409
50,52227
51,46610
52,87144
53,50250
54,47864
55,66516
56,59897
57,51132
58,88519
59,54360
60,46830
61,44620
62,74659
63,57534
64,70473
65,41136
66,46355
67,47669
68,53642
69,75161
70,70265
71,52524
72,50460
73,42233
74,50929
75,50514
76,60281
77,35414
78,45858
79,95713
80,63934
81,41012
82,53758
83,58197
84,44636
85,51604
86,51697
87,40448
88,45550
89,55156
90,51889
91,47711
92,57927
93,38572
94,47148
95,48676
96,47872
97,45175
98,45653
99,46383
Total,65855
