0,46858
1,86268
2,64603
3,54639
4,46751
5,46414
6,46884
7,48426
8,67066
9,65603
10,44432
11,71065
12,58876
13,53681
14,53904
15,42999
16,56990
17,47893
18,52480
19,79610
20,43360
21,93292
22,64064
23,45760
24,47606
25,70281
26,45875
27,48638
28,48844
29,59985
30,57170
31,70665
32,84481
33,53455
34,80544
35,53265
36,52611
37,63404
38,84129
39,75148
40,56484
41,81422
42,69200
43,72762
44,59141
45,49846
46,75164
47,75478
48,70531
49,93172
50,52320
51,67727
52,43348
53,60379
54,59753
55,57066
56,74747
57,55811
58,45536
59,60171
60,53035
61,53954
62,55598
63,61988
64,58156
65,64317
66,52112
67,47740
68,52657
69,70676
70,46506
71,54008
72,48778
73,87299
74,57975
75,55609
76,68849
77,45666
78,59681
79,50856
80,58304
81,88136
82,81334
83,55671
84,52727
85,70374
86,62719
87,79633
88,67236
89,47945
90,55853
91,45966
92,62850
93,73598
94,57088
95,61034
96,64727
97,50023
98,53785
99,56782
Total,74073
